Runtime,Director,Writer,Actor,Rating,Target
115,Gregory Jacobs,Reid Carolin,"Channing Tatum, Juan Piedrahita, Sharon Blackwood, Alison Faulk",5.7,0
125,Brett Ratner,"David Diamond, David Weissman","Nicolas Cage, Téa Leoni, Don Cheadle, Jeremy Piven",6.7,0
108,"Benny Chan, Jackie Chan","Jackie Chan, Susan Chan, Lee Reynolds","Jackie Chan, Michelle Ferre, Mirai Yamamoto, Ron Smerczak",6.8,1
96,Nima Nourizadeh,Max Landis,"Jesse Eisenberg, Kristen Stewart, Topher Grace, Connie Britton",6.1,0
121,Peter Berg,"Peter Berg, Marcus Luttrell , Patrick Robinson ","Mark Wahlberg, Taylor Kitsch, Emile Hirsch, Ben Foster",7.6,1
132,S. Craig Zahler,S. Craig Zahler,"Kurt Russell, Patrick Wilson, Matthew Fox, Richard Jenkins",7.1,1
133,Matteo Garrone,"Giambattista Basile , Edoardo Albinati , Ugo Chiti , Matteo Garrone , Massimo Gaudioso ","Salma Hayek, Vincent Cassel, Toby Jones, John C. Reilly",6.4,0
104,John Carney,John Carney,"James Corden, Keira Knightley, Mark Ruffalo, Hailee Steinfeld",7.4,1
99,Rupert Goold,"Rupert Goold , David Kajganich , Michael Finkel ","Jonah Hill, James Franco, Felicity Jones, Maria Dizzia",6.3,0
150,Philipp Stölzl,"Jan Berger , Philipp Stölzl, Simon Block, Christoph Müller","Tom Payne, Stellan Skarsgård, Olivier Martinez, Emma Rigby",7.2,1
98,"Gerardo Olivares, Otmar Penker","Otmar Penker , Joanne Reay, Gerald Salmina ","Jean Reno, Manuel Camacho, Tobias Moretti, Eva Kuen",6.9,1
108,Matt Brown,"Matt Brown , Matt Brown, Robert Kanigel ","Jeremy Irons, Dev Patel, Malcolm Sinclair, Raghuvir Joshi",7.2,1
96,Mikkel Nørgaard,"Jussi Adler-Olsen , Nikolaj Arcel, Nikolaj Arcel","Nikolaj Lie Kaas, Per Scheel Krüger, Troels Lyby, Øyvind B. Fabricius Holm",7.2,1
105,Matthew Vaughn,"J.J. Connolly , J.J. Connolly ","Daniel Craig, Tom Hardy, Jamie Foreman, Sally Hawkins",7.4,1
95,Woody Allen,Woody Allen,"Joaquin Phoenix, Emma Stone, Joe Stapleton, Nancy Carroll",6.6,0
137,Cary Joji Fukunaga,"Cary Joji Fukunaga , Uzodinma Iweala ","Abraham Attah, Emmanuel Affadzi, Ricky Adelayitor, Andrew Adote",7.8,1
163,Fernando González Molina,"Sergio G. Sánchez, Luz Gabás ","Mario Casas, Adriana Ugarte, Macarena García, Alain Hernández",7.3,1
101,Francis Lawrence,"Mark Protosevich , Akiva Goldsman , Richard Matheson , John William Corrington, Joyce Hooper Corrington","Will Smith, Alice Braga, Charlie Tahan, Salli Richardson-Whitfield",7.2,1
95,Andrew Haigh,"David Constantine (short story 'In Another Country'), Andrew Haigh ","Charlotte Rampling, Tom Courtenay, Geraldine James, Dolly Wells",7.1,1
119,Yorgos Lanthimos,"Yorgos Lanthimos, Efthymis Filippou","Jacqueline Abrahams, Roger Ashton-Griffiths, Jessica Barden, Olivia Colman",7.1,1
96,Sean Anders,"Brian Burns , Sean Anders , John Morris , Brian Burns ","Will Ferrell, Mark Wahlberg, Linda Cardellini, Thomas Haden Church",6.1,0
95,Paul King,"Paul King, Hamish McColl , Paul King , Michael Bond (""Paddington Bear"" created by)","Tim Downie, Madeleine Worrall, Lottie Steer, Geoffrey Palmer",7.2,1
94,Jackie Earle Haley,Robert Lowell,"Michael Pitt, Dan Stevens, Christopher Abbott, Rob Brown",5.8,0
92,Walt Becker,"Ross Bagdasarian , Janice Karman , Randi Mayem Singer, Adam Sztykiel ","Jason Lee, Justin Long, Matthew Gray Gubler, Jesse McCartney",5.1,0
131,Jean-Jacques Annaud,"Jean-Jacques Annaud, Alain Godard","Jude Law, Ed Harris, Rachel Weisz, Joseph Fiennes",7.6,1
99,John R. Leonetti,Gary Dauberman,"Annabelle Wallis, Ward Horton, Tony Amendola, Alfre Woodard",5.4,0
122,Kathryn Bigelow,"Rick King , W. Peter Iliff , W. Peter Iliff ","Patrick Swayze, Keanu Reeves, Gary Busey, Lori Petty",7.2,1
139,Xavier Dolan,Xavier Dolan ,"Anne Dorval, Suzanne Clément, Antoine Olivier Pilon, Patrick Huard",8.1,1
130,Jean-Jacques Annaud,"Umberto Eco , Andrew Birkin , Gérard Brach , Howard Franklin , Alain Godard ","Sean Connery, Christian Slater, Helmut Qualtinger, Elya Baskin",7.8,1
113,David S. Goyer,"David S. Goyer, Marv Wolfman , Gene Colan ","Wesley Snipes, Kris Kristofferson, Dominic Purcell, Jessica Biel",5.9,0
85,Peter Lepeniotis,"Lorne Cameron , Peter Lepeniotis, Robert Reece , Daniel Woo ","Will Arnett, Brendan Fraser, Liam Neeson, Katherine Heigl",5.8,0
147,F. Gary Gray,"Jonathan Herman , Andrea Berloff , S. Leigh Savidge , Alan Wenkus , Andrea Berloff ","O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell, Neil Brown Jr.",7.9,1
88,Gregory Plotkin,"Jason Pagan , Andrew Deutschman , Adam Robitel , Gavin Heffernan , Brantley Aufill , Jason Pagan , Andrew Deutschman , Oren Peli (based on the film ""Paranormal Activity"")","Chris J. Murray, Brit Shaw, Ivy George, Dan Gill",4.6,0
95,Henry Hobson,John Scott 3,"Arnold Schwarzenegger, Abigail Breslin, Joely Richardson, Douglas M. Griffin",5.6,0
95,Daniel Alfredson,"William Brookfield, Peter R. de Vries ","Jim Sturgess, Sam Worthington, Ryan Kwanten, Anthony Hopkins",6.1,0
110,Gus Van Sant,Chris Sparling,"Matthew McConaughey, Ryoko Seta, Sienna Tow, Naoko Marshall",5.7,0
124,Jay Roach,"John McNamara, Bruce Cook ","Bryan Cranston, Michael Stuhlbarg, David Maldonado, John Getz",7.5,1
100,Lorene Scafaria,Lorene Scafaria,"Susan Sarandon, Rose Byrne, J.K. Simmons, Jerrod Carmichael",6.4,0
106,Alejandro Amenábar,Alejandro Amenábar,"Ethan Hawke, Emma Watson, David Thewlis, Lothaire Bluteau",5.7,0
90,Kriv Stenders,James McFarland,"Simon Pegg, Steve Le Marquand, Alice Braga, Teresa Palmer",5.9,0
81,Miguel Arteta,"Rob Lieber , Rob Lieber , Judith Viorst ","Steve Carell, Jennifer Garner, Ed Oxenbould, Dylan Minnette",6.2,0
113,Justin Kurzel,"Todd Louiso , Jacob Koskoff , Michael Lesslie , William Shakespeare ","Jack Madigan, Frank Madigan, Michael Fassbender, Marion Cotillard",6.7,0
92,Sylvester Stallone,"Art Monterastelli, Sylvester Stallone, David Morrell ","Sylvester Stallone, Julie Benz, Matthew Marsden, Graham McTavish",7.1,1
102,Marielle Heller,"Phoebe Gloeckner , Marielle Heller ","Bel Powley, Willie, Kristen Wiig, Abby Wait",6.9,1
103,Marjane Satrapi,Michael R. Perry,"Ryan Reynolds, Gemma Arterton, Anna Kendrick, Jacki Weaver",6.3,0
90,Daniel Alfredson,"Castle Freeman Jr. , Joe Gangemi , Joe Gangemi, Gregory Jacobs , Gregory Jacobs","Anthony Hopkins, Alexander Ludwig, Julia Stiles, Taylor Hickson",5.1,0
93,Jennifer Kent,Jennifer Kent,"Essie Davis, Noah Wiseman, Hayley McElhinney, Daniel Henshall",6.8,1
94,Uli Edel,"Tim Lebbon , Dan Kay ","Nicolas Cage, Sarah Wayne Callies, Veronica Ferres, Lyriq Bent",5.2,0
95,Dominique Deruddere,Dominique Deruddere,"Jamie Dornan, Anthony Head, Max Pirkis, Numan Acar",6.2,0
118,Michael Hoffman,"J. Mills Goodloe , Will Fetters , Nicholas Sparks ","Michelle Monaghan, James Marsden, Luke Bracey, Liana Liberato",6.7,0
115,Marco Brambilla,"Peter M. Lenkov , Robert Reneau , Daniel Waters , Robert Reneau , Peter M. Lenkov ","Sylvester Stallone, Wesley Snipes, Sandra Bullock, Nigel Hawthorne",6.6,0
90,Miguel Arteta,"Gustin Nash , C.D. Payne ","Michael Cera, Portia Doubleday, Jean Smart, Zach Galifianakis",6.5,0
113,Jaco Van Dormael,"Thomas Gunzig , Jaco Van Dormael ","Pili Groyne, Benoît Poelvoorde, Catherine Deneuve, François Damiens",7.2,1
84,John Maclean,John Maclean,"Kodi Smit-McPhee, Michael Fassbender, Ben Mendelsohn, Aorere Paki",6.9,1
129,John Lee Hancock,"John Lee Hancock, Michael Lewis ","Sandra Bullock, Tim McGraw, Quinton Aaron, Jae Head",7.7,1
106,Tim Burton,"Scott Alexander, Larry Karaszewski","Amy Adams, Christoph Waltz, Danny Huston, Krysten Ritter",7,1
93,Tomm Moore,"Will Collins, Tomm Moore ","David Rawle, Brendan Gleeson, Lisa Hannigan, Fionnula Flanagan",8.2,1
96,Kyle Newman,John D'Arco,"Jaime King, Samuel L. Jackson, Madeleine Stack, Eva G. Cooper",5.3,0
137,Isao Takahata,"Isao Takahata , Isao Takahata , Riko Sakaguchi ","Chloë Grace Moretz, James Caan, Mary Steenburgen, Darren Criss",8.1,1
146,Steven Spielberg,"Lee Hall , Richard Curtis , Michael Morpurgo , Nick Stafford ","Jeremy Irvine, Peter Mullan, Emily Watson, Niels Arestrup",7.2,1
101,Adam Shankman,"Nicholas Sparks , Karen Janszen ","Shane West, Mandy Moore, Peter Coyote, Daryl Hannah",7.4,1
107,Lone Scherfig,"Laura Wade , Laura Wade","Thomas Arnold, Harry Lloyd, Amber Anderson, Max Irons",6,0
105,Jean-François Richet,"Claude Berri , Lisa Azuelos , Lisa Azuelos , Lisa Azuelos , Jean-François Richet , Jean-François Richet , Jean-François Richet ","Vincent Cassel, François Cluzet, Lola Le Lann, Alice Isaaz",6.3,0
100,Etan Cohen,"Jay Martel , Ian Roberts , Etan Cohen , Adam McKay , Jay Martel , Ian Roberts ","Will Ferrell, Kevin Hart, Craig T. Nelson, Alison Brie",6.1,0
90,Michael Petroni,Michael Petroni,"Adrien Brody, Jenni Baird, Bruce Spence, Greg Poppleton",5.9,0
97,William Eubank,"Carlyle Eubank, William Eubank, David Frigerio","Patrick Davidson, Brenton Thwaites, Olivia Cooke, Beau Knapp",6.1,0
103,Woody Allen,Woody Allen,"Barbara Hershey, Carrie Fisher, Michael Caine, Mia Farrow",8,1
88,Aron Lehmann,"Arnd Schimkat , Moses Wolff , Aron Lehmann , Arnd Schimkat , Moses Wolff ","Christoph Maria Herbst, Adam Bousdoukos, Panagos Ioakeim, Akilas Karazisis",5.5,0
119,Thomas Vinterberg,"Thomas Hardy , David Nicholls ","Carey Mulligan, Matthias Schoenaerts, Tilly Vosburgh, Mark Wingett",7.1,1
109,Simon Curtis,"Alexi Kaye Campbell, E. Randol Schoenberg , Maria Altmann ","Helen Mirren, Ryan Reynolds, Daniel Brühl, Katie Holmes",7.3,1
122,Damián Szifrón,Damián Szifrón,"Darío Grandinetti, María Marull, Mónica Villa, Rita Cortese",8.1,1
124,Roger Michell,Richard Curtis,"Julia Roberts, Hugh Grant, Richard McCabe, Rhys Ifans",7,1
110,Paul W.S. Anderson,"Alex Litvak , Andrew Davies , Alexandre Dumas père ","Matthew Macfadyen, Milla Jovovich, Helen George, Christian Oliver",5.8,0
149,Wolfgang Petersen,"Wolfgang Petersen , Lothar G. Buchheim ","Jürgen Prochnow, Herbert Grönemeyer, Klaus Wennemann, Hubertus Bengsch",8.4,1
97,Andrew Dominik,"Andrew Dominik , George V. Higgins (based on the novel ""Cogan's Trade"" by)","Brad Pitt, Scoot McNairy, Ben Mendelsohn, James Gandolfini",6.2,0
97,Deniz Gamze Ergüven,"Deniz Gamze Ergüven, Alice Winocour","Günes Sensoy, Doga Zeynep Doguslu, Tugba Sunguroglu, Elit Iscan",7.7,1
106,Mike Cahill,Mike Cahill,"Michael Pitt, Steven Yeun, Astrid Bergès-Frisbey, Brit Marling",7.3,1
119,Jocelyn Moorhouse,"Rosalie Ham , P.J. Hogan, Jocelyn Moorhouse ","Kate Winslet, Judy Davis, Liam Hemsworth, Hugo Weaving",7.1,1
95,Hiroyuki Yamashita,"Masashi Kishimoto , Masashi Kishimoto , Ukyo Kodachi ","Yûko Sanpei, Kokoro Kikuchi, Ryûichi Kijima, Junko Takeuchi",8.3,1
135,Cédric Jimenez,"Audrey Diwan , Cédric Jimenez ","Jean Dujardin, Gilles Lellouche, Céline Sallette, Mélanie Doutey",7.1,1
117,Peter Sattler,Peter Sattler,"Nawal Bengholam, Peyman Moaadi, Lane Garrison, Joseph Julian Soria",7,1
98,Craig Zobel,"Nissar Modi , Robert C. O'Brien ","Chiwetel Ejiofor, Margot Robbie, Chris Pine",6,0
100,Michel Hazanavicius,Michel Hazanavicius,"Jean Dujardin, Bérénice Bejo, John Goodman, James Cromwell",8,1
117,Hayao Miyazaki,"Hayao Miyazaki , Hayao Miyazaki , Donald H. Hewitt ","Sumi Shimamoto, Mahito Tsujimura, Hisako Kyôda, Gorô Naya",8.1,1
104,Ken Kwapis,"Michael Arndt , Bill Holderman , Bill Bryson ","Robert Redford, Nick Nolte, Emma Thompson, Mary Steenburgen",6.3,0
97,Scott Stewart,Scott Stewart,"Keri Russell, Josh Hamilton, Dakota Goyo, Kadan Rockett",6.3,0
97,Ciarán Foy,"Scott Derrickson, C. Robert Cargill, Scott Derrickson , C. Robert Cargill ","James Ransone, Shannyn Sossamon, Robert Daniel Sloan, Dartanian Sloan",5.3,0
90,Jack Bender,"Don Mancini , Don Mancini","Justin Whalin, Perrey Reeves, Jeremy Sylvers, Travis Fine",5,0
96,Max Joseph,"Max Joseph , Meaghan Oppenheimer , Richard Silverman ","Zac Efron, Wes Bentley, Emily Ratajkowski, Jonny Weston",6.1,0
94,Justin Reardon,"Chris Shafer , Paul Vicknair ","Chris Evans, Michelle Monaghan, Topher Grace, Aubrey Plaza",6,0
84,John Lafia,"Don Mancini , Don Mancini","Alex Vincent, Jenny Agutter, Gerrit Graham, Christine Elise",5.7,0
99,Lynn Shelton,Andrea Seigel,"Rocki DuCharme, Sara Lynne Wright, Larissa Schmitz, Phillip Abraham",6.4,0
89,Kat Coiro,"Christian Long , Justin Long , Keir O'Donnell ","Justin Long, Keir O'Donnell, Evan Rachel Wood, Gideon Glick",5.6,0
110,Jalmari Helander,"Jalmari Helander , Jalmari Helander , Petri Jokiranta ","Samuel L. Jackson, Onni Tommila, Ray Stevenson, Victor Garber",5.4,0
98,Daniel Schechter,"Daniel Schechter , Elmore Leonard (based on the book ""The Switch"" written by)","Jennifer Aniston, Yasiin Bey, Isla Fisher, Will Forte",5.8,0
127,Patricia Riggen,"Mikko Alanne , Craig Borten , Michael Thomas , Jose Rivera , Hector Tobar ","Antonio Banderas, Rodrigo Santoro, Juliette Binoche, James Brolin",6.9,1
128,Bill Condon,"Daniel Domscheit-Berg , David Leigh , Luke Harding , Josh Singer ","Peter Capaldi, David Thewlis, Anatole Taubman, Alexander Beyer",6.2,0
129,Juan José Campanella,"Eduardo Sacheri, Juan José Campanella, Eduardo Sacheri ","Soledad Villamil, Ricardo Darín, Carla Quevedo, Pablo Rago",8.2,1
113,Gilles Paquet-Brenner,"Gilles Paquet-Brenner, Gillian Flynn ","Charlize Theron, Sterling Jerins, Nicholas Hoult, Christina Hendricks",6.2,0
103,Hiromasa Yonebayashi,"Joan G. Robinson , Keiko Niwa , Masashi Ando , Hiromasa Yonebayashi , David Freedman ","Sara Takatsuki, Kasumi Arimura, Nanako Matsushima, Susumu Terajima",7.8,1
109,Jim Mickle,"Nick Damici, Joe R. Lansdale , Jim Mickle","Vinessa Shaw, Michael C. Hall, Ken Holmes, Nick Damici",6.8,1
104,Brett Ratner,"Adam Cooper , Bill Collage , Ted Griffin , Ted Griffin , Jeff Nathanson ","Ben Stiller, Eddie Murphy, Casey Affleck, Alan Alda",6.2,0
85,Terry Jones,"Terry Jones , Gavin Scott ","Simon Pegg, Kate Beckinsale, Sanjeev Bhaskar, Rob Riggle",6,0
101,"Richard Glatzer, Wash Westmoreland","Richard Glatzer , Wash Westmoreland , Lisa Genova ","Julianne Moore, Kate Bosworth, Shane McRae, Hunter Parrish",7.5,1
97,Robert Budreau,Robert Budreau,"Ethan Hawke, Carmen Ejogo, Callum Keith Rennie, Tony Nappo",7,1
110,Sergey Mokritskiy,"Maksim Budarin, Maksim Dankevich, Leonid Korin, Sergey Mokritskiy, Egor Olesov","Yuliya Peresild, Evgeniy Tsyganov, Joan Blackham, Anatoliy Kot",7.2,1
95,Jorge R. Gutiérrez,"Jorge R. Gutiérrez, Douglas Langdale","Diego Luna, Zoe Saldana, Channing Tatum, Ron Perlman",7.3,1
86,"Alexandre Heboyan, Benoît Philippon","Benoît Philippon , Benoît Philippon , Benoît Philippon , Jérôme Fansten ","Omar Sy, Izïa Higelin, Michaël Grégorio, Shafik Ahmad",7.3,1
105,Reed Morano,Chris Rossi,"Olivia Wilde, Juno Temple, Merritt Wever, Elisabeth Moss",5.8,0
92,Joe Lynch,"Yale Hannon , Yale Hannon , Joe Lynch ","Salma Hayek, Hiroyuki Watanabe, Laura Cepeda, Togo Igawa",5.1,0
120,George Miller,"George Miller, Brendan McCarthy, Nick Lathouris","Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne",8.1,1
119,Mamoru Hosoda,Mamoru Hosoda,"Bryn Apprill, Kumiko Asô, Morgan Berry, Jessica Cavanagh",7.7,1
97,Noah Baumbach,Noah Baumbach,"Naomi Watts, Ben Stiller, Maria Dizzia, Adam Horovitz",6.3,0
97,Claudio Fäh,"Bastian Zach, Matthias Bauer","Ed Skrein, James Norton, Charlie Murphy, Ryan Kwanten",5.3,0
114,Felix Herngren,"Felix Herngren , Hans Ingemansson , Jonas Jonasson ","Robert Gustafsson, Mia Skäringer, Iwar Wiklander, David Wiberg",7.1,1
105,Cameron Crowe,Cameron Crowe,"Bradley Cooper, Emma Stone, Rachel McAdams, Bill Murray",5.4,0
100,Adam Wingard,Simon Barrett,"Dan Stevens, Maika Monroe, Brendan Meyer, Sheila Kelley",6.7,0
84,David Feiss,"Carlos Kotkin, John B. Carls , Steve Moore , Anthony Stacchi , Jill Culton , Steve Barr , David Feiss , Stephan Franck , Paul McEvoy , John Norton , Kris Pearn ","William Townsend, Melissa Sturm, Trevor Devall, Garry Chalk",5.2,0
100,Mamoru Oshii,"Masamune Shirow (comic ""Koukaku-Kidoutai""), Mamoru Oshii , Richard Epcar , Mary Claypool ","Akio Ôtsuka, Atsuko Tanaka, Kôichi Yamadera, Tamio Ôki",7.6,1
86,Max Nichols,Mark Hammer,"Analeigh Tipton, Miles Teller, Jessica Szohr, Scott Mescudi",6.4,0
105,Alfonso Gomez-Rejon,"Jesse Andrews , Jesse Andrews ","Thomas Mann, RJ Cyler, Olivia Cooke, Nick Offerman",7.8,1
121,Jean-Jacques Annaud,"Jiang Rong , Alain Godard , Jean-Jacques Annaud , Lu Wei , John Collee ","Shaofeng Feng, Shawn Dou, Ankhnyam Ragchaa, Zhusheng Yin",6.7,0
111,Anne Fletcher,Aline Brosh McKenna,"Brian Kerwin, Charli Barcena, Peyton List, Jane Pfitsch",6.1,0
99,Tom McCarthy,"Tom McCarthy, Paul Sado","Elli, Adam B. Shapiro, Evan Neumann, Allen Lewis Rickman",5.8,0
105,Alberto Rodríguez,"Rafael Cobos, Alberto Rodríguez","Javier Gutiérrez, Raúl Arévalo, María Varod, Perico Cervantes",7.3,1
103,Michael Berry,"Michael Berry, Louis Moulinet","Ed Harris, Michael Peña, Eva Longoria, Amy Madigan",6.6,0
105,Jason Bateman,"Kevin Wilson , David Lindsay-Abaire ","Kathryn Hahn, Nicole Kidman, Jason Bateman, Christopher Walken",6.2,0
108,Michael Caton-Jones,"Mike McAlary , Ken Hixon ","Robert De Niro, Frances McDormand, James Franco, Eliza Dushku",6.1,0
115,Alexander Payne,"Alexander Payne , Nat Faxon , Jim Rash , Kaui Hart Hemmings ","George Clooney, Shailene Woodley, Amara Miller, Nick Krause",7.3,1
125,Luca Guadagnino,"David Kajganich , Alain Page ","Tilda Swinton, Matthias Schoenaerts, Ralph Fiennes, Dakota Johnson",6.4,0
95,Steven Brill,Steven Brill,"Elizabeth Banks, James Marsden, Gillian Jacobs, Sarah Wright",6,0
93,Scot Armstrong,"Mike Gagerman , Andrew Waller , Mike Gagerman , Andrew Waller , Scot Armstrong ","Adam Pally, T.J. Miller, Thomas Middleditch, Shannon Woodward",5.6,0
113,Naomi Kawase,"Durian Sukegawa , Naomi Kawase ","Kirin Kiki, Masatoshi Nagase, Kyara Uchida, Miki Mizuno",7.4,1
112,Tsuneo Kobayashi,"Masashi Kishimoto , Masashi Kishimoto , Mauro Kyôzuka , Seth Walther ","Junko Takeuchi, Nana Mizuki, Jun Fukuyama, Chie Nakamura",7.8,1
100,Don Cheadle,"Steven Baigelman , Don Cheadle , Steven Baigelman , Don Cheadle , Stephen J. Rivele , Christopher Wilkinson ","Don Cheadle, Ewan McGregor, Emayatzy Corinealdi, Keith Stanfield",6.5,0
99,Stephen Herek,"Katherine Paterson , David Paterson , David Paterson","Sophie Nélisse, Kathy Bates, Glenn Close, Octavia Spencer",6.6,0
103,Shawn Levy,"Jonathan Tropper , Jonathan Tropper ","Jason Bateman, Tina Fey, Jane Fonda, Adam Driver",6.6,0
95,Michael Showalter,"Laura Terruso , Michael Showalter , Laura Terruso (short film ""Doris & the Intern"")","Sally Field, Edmund Lupinski, Norma Michaels, Stephen Root",6.7,0
87,David Farr,David Farr ,"Clémence Poésy, David Morrissey, Stephen Campbell Moore, Laura Birn",6.1,0
109,Joachim Trier,"Joachim Trier , Eskil Vogt ","Gabriel Byrne, Isabelle Huppert, Jesse Eisenberg, Devin Druid",6.7,0
119,Jay Roach,"David E. Kelley, Sean O'Byrne","Russell Crowe, Hank Azaria, Mary McCormack, Burt Reynolds",6.7,0
107,Dennis Gansel,"Ron Jones , Johnny Dawkins , Ron Birnbach , Dennis Gansel, Peter Thorwarth","Jürgen Vogel, Frederick Lau, Max Riemelt, Jennifer Ulrich",7.6,1
100,Karyn Kusama,"Phil Hay, Matt Manfredi","Logan Marshall-Green, Emayatzy Corinealdi, Aiden Lovekamp, Michelle Krusiec",6.7,0
115,Pierre Morel,"Jean-Patrick Manchette , Don MacPherson , Pete Travis , Sean Penn ","Sean Penn, Jasmine Trinca, Javier Bardem, Ray Winstone",5.8,0
90,"Duke Johnson, Charlie Kaufman","Charlie Kaufman, Charlie Kaufman ","David Thewlis, Jennifer Jason Leigh, Tom Noonan",7.3,1
93,Craig Johnson,"Craig Johnson, Mark Heyman","Bill Hader, Kristen Wiig, Luke Wilson, Ty Burrell",6.8,1
99,Tom Vaughan,Matthew Newman,"Pierce Brosnan, Salma Hayek, Jessica Alba, Malcolm McDowell",5.8,0
106,Sarah Gavron,Abi Morgan,"Anne-Marie Duff, Grace Stottor, Geoff Bell, Carey Mulligan",6.9,1
84,"Jill Bauer, Ronna Gradus",Brittany Huckabee,"Farrah Abraham, John Anthony, Rachel Bernard, Levi Cash",6.1,0
86,"Jemaine Clement, Taika Waititi","Jemaine Clement, Taika Waititi","Jemaine Clement, Taika Waititi, Jonny Brugh, Cori Gonzalez-Macuer",7.6,1
137,Paul Haggis,Paul Haggis ,"Liam Neeson, Maria Bello, Mila Kunis, Kim Basinger",6.4,0
81,"Travis Cluff, Chris Lofing","Chris Lofing, Travis Cluff","Reese Mishler, Pfeifer Brown, Ryan Shoos, Cassidy Gifford",4.2,0
120,Ang Lee,"Du Lu Wang , Hui-Ling Wang , James Schamus , Kuo Jung Tsai ","Yun-Fat Chow, Michelle Yeoh, Ziyi Zhang, Chen Chang",7.9,1
120,Andrea Di Stefano,"Andrea Di Stefano, Andrea Di Stefano , Francesca Marciano ","Benicio Del Toro, Josh Hutcherson, Brady Corbet, Carlos Bardem",6.6,0
97,Stephen Sommers,"Stephen Sommers , Dean R. Koontz (based on the novel ""Odd Thomas"" by)","Anton Yelchin, Ashley Sommers, Leonor Varela, Matthew Page",6.9,1
112,Ramin Bahrani,"Ramin Bahrani , Ramin Bahrani, Amir Naderi, Bahareh Azimi , Adam Leitman Bailey ","Michael Shannon, Doug Griffin, Randy Austin, Carl Palmer",7.1,1
95,Stuart McDonald,Peter Ivan,"Sarah Snook, Alan Tudyk, Deborah Mailman, Richard Davies",6.4,0
120,Frank Coraci,"Jules Verne , David N. Titcher , David Benullo , David Andrew Goldstein ","Jackie Chan, Steve Coogan, Cécile De France, Robert Fyfe",5.8,0
92,Richard Loncraine,"Charlie Peters , Jill Ciment ","Morgan Freeman, Diane Keaton, Cynthia Nixon, Carrie Preston",6.1,0
90,J.S. Cardone,J.S. Cardone,"Kerr Smith, Brendan Fehr, Izabella Miko, Johnathon Schaech",5.3,0
93,"Nicolas Benamou, Philippe Lacheau","Julien Arruti, Nicolas Benamou, Philippe Lacheau, Pierre Lacheau","Philippe Lacheau, Alice David, Vincent Desagnat, Tarek Boudali",6.3,0
153,Rajkumar Hirani,"Rajkumar Hirani, Abhijat Joshi","Aamir Khan, Anushka Sharma, Sanjay Dutt, Boman Irani",8.2,1
129,Xavier Giannoli,"Marcia Romano , Xavier Giannoli , Xavier Giannoli ","Catherine Frot, André Marcon, Michel Fau, Christa Théret",7.1,1
91,Gregg Araki,"Gregg Araki , Laura Kasischke ","Shailene Woodley, Eva Green, Christopher Meloni, Shiloh Fernandez",6.4,0
103,Rick Famuyiwa,Rick Famuyiwa,"Rakim Mayers, Blake Anderson, Bruce Beatty, De'aundre Bonds",7.3,1
119,Jason Reitman,"Jason Reitman , Erin Cressida Wilson , Chad Kultgen ","Adam Sandler, Jennifer Garner, Rosemarie DeWitt, Judy Greer",6.7,0
129,Joe Wright,"Jane Austen , Deborah Moggach ","Keira Knightley, Talulah Riley, Rosamund Pike, Jena Malone",7.8,1
88,Simon Wells,"Simon Wells , Wendy Wells , Berkeley Breathed ","Seth Green, Dan Fogler, Joan Cusack, Elisabeth Harnois",5.4,0
120,Alexandre Aja,"Keith Bunin , Joe Hill ","Daniel Radcliffe, Max Minghella, Joe Anderson, Juno Temple",6.5,0
165,Michael Bay,Ehren Kruger,"Mark Wahlberg, Stanley Tucci, Kelsey Grammer, Nicola Peltz",5.7,0
102,Andrew Niccol,Andrew Niccol,"Fatima El Bahraquy, El Khttabi Abdelouahab, Ethan Hawke, Bruce Greenwood",6.4,0
96,Robert Luketic,"Nicole Eastman , Karen McCullah , Kirsten Smith , Nicole Eastman ","Katherine Heigl, Gerard Butler, Bree Turner, Eric Winter",6.5,0
110,John Stockwell,John Stockwell,"Jonathan Daniel Brown, Kenny Wormald, Aaron Yoo, Ron Perlman",6.4,0
100,Markus Blunder,"Stephen T. Barton , Markus Blunder, Gunther Aloys ","Sophie Lowe, Maximilian Harnisch, Peter Stormare, Samuel Vauramo",5.3,0
111,Rupert Wyatt,"William Monahan , James Toback","Mark Wahlberg, George Kennedy, Griffin Cleveland, Jessica Lange",6,0
117,Raman Hui,"Alan Yuen , Alan Yuen","Baihe Bai, Boran Jing, Wu Jiang, Elaine Jin",6.2,0
116,Gina Prince-Bythewood,Gina Prince-Bythewood,"Gugu Mbatha-Raw, Nate Parker, Minnie Driver, Machine Gun Kelly",6.9,1
108,Julius Avery,"Julius Avery, John Collee ","Brenton Thwaites, Brendan Kerkvliet, Matt Flannagan, Geoff Kelso",6.5,0
111,Russell Crowe,"Andrew Knight, Andrew Anastasios","Russell Crowe, Olga Kurylenko, Yilmaz Erdogan, Cem Yilmaz",7.1,1
95,Chris Evans,"Ronald Bass , Jen Smolka , Chris Shafer , Paul Vicknair , Ronald Bass , Jen Smolka ","Chris Evans, Alice Eve, Emma Fitzpatrick, John Cullum",6.9,1
